head_UMLS_CUI	relation	tail_UMLS_CUI
C0038160	NDFRT	C0688721
C0005586	NDFRT	C1178566
C0013604	NDFRT	C0980346
C0038395	NDFRT	C0059566
C0020443	NDFRT	C4046770
C0040864	NDFRT	C0011608
C0027726	NDFRT	C0690837
C0018802	NDFRT	C0974835
C0011615	NDFRT	C0981746
C0016509	NDFRT	C0980817
C0026919	NDFRT	C1572231
C0043515	NDFRT	C1576766
C4048870	NDFRT	C0014549
C0689819	NDFRT	C0001723
C0028840	NDFRT	C4519627
C0030193	NDFRT	C0689207
C0979018	NDFRT	C0013537
C0025303	NDFRT	C0982275
C0033740	NDFRT	C0358157
C0040425	NDFRT	C0694373
C0009324	NDFRT	C2702455
C0020443	NDFRT	C0246203
C1962249	NDFRT	C0032269
C1705480	NDFRT	C0042514
C0981485	NDFRT	C0232488
C0162627	NDFRT	C0977097
C1572038	NDFRT	C0032019
C0011854	NDFRT	C0716500
C0003469	NDFRT	C0793131
C0525046	NDFRT	C2718479
C0033975	NDFRT	C0979800
C0525046	NDFRT	C0981498
C0004238	NDFRT	C0976397
C0018802	NDFRT	C0978693
C0010823	NDFRT	C0977025
C0042514	NDFRT	C0976468
C0027051	NDFRT	C0691147
C0268483	NDFRT	C4237982
C0976114	NDFRT	C0006444
C0001144	NDFRT	C0979237
C0020517	NDFRT	C1572407
C0020625	NDFRT	C4282056
C0030567	NDFRT	C1269859
C0022081	NDFRT	C0688492
C0018834	NDFRT	C0688333
C0596004	NDFRT	C0030920
C0011334	NDFRT	C0038143
C0026936	NDFRT	C0981593
C1814983	NDFRT	C0018133
C0038587	NDFRT	C0977346
C0022568	NDFRT	C0976133
C0039128	NDFRT	C1965633
C0010068	NDFRT	C0690425
C0006266	NDFRT	C0978480
C0978014	NDFRT	C0006849
C0694108	NDFRT	C0004626
C0162627	NDFRT	C0785064
C0032787	NDFRT	C0975753
C0020538	NDFRT	C0689766
C0975678	NDFRT	C0029443
C0017168	NDFRT	C0771765
C4048356	NDFRT	C0242698
C0019112	NDFRT	C0031469
C0017601	NDFRT	C0071002
C0021368	NDFRT	C0978565
C0020476	NDFRT	C0354648
C0015456	NDFRT	C0784782
C0036271	NDFRT	C0775264
C0013336	NDFRT	C2918880
C0014547	NDFRT	C3160374
C0014742	NDFRT	C0782048
C0030193	NDFRT	C4048438
C0027051	NDFRT	C0937506
C0033740	NDFRT	C4048940
C0035457	NDFRT	C2344605
C0700607	NDFRT	C0029944
C0023223	NDFRT	C0979705
C0017612	NDFRT	C1967802
C0039128	NDFRT	C1164336
C0004096	NDFRT	C0690482
C0018567	NDFRT	C0750848
C2937421	NDFRT	C1616071
C0009088	NDFRT	C0979217
C0035528	NDFRT	C0016388
C0011854	NDFRT	C4056562
C0004623	NDFRT	C0979230
C0692694	NDFRT	C0032914
C0038395	NDFRT	C0282386
C0006266	NDFRT	C0981416
C0025637	NDFRT	C0936052
C0038395	NDFRT	C0663241
C0020517	NDFRT	C0973983
C0006434	NDFRT	C1329185
C0689574	NDFRT	C0004096
C0398650	NDFRT	C0688489
C3247912	NDFRT	C0001815
C0042109	NDFRT	C0976920
C0009443	NDFRT	C0691223
C0978676	NDFRT	C0041351
C0020456	NDFRT	C2683547
C0032064	NDFRT	C3883333
C0014547	NDFRT	C2366383
C0428977	NDFRT	C0980597
C0014121	NDFRT	C2719526
C0022729	NDFRT	C0007537
C0038358	NDFRT	C0975669
C0036508	NDFRT	C1964498
C0001175	NDFRT	C4281926
C0981269	NDFRT	C0011581
C0025202	NDFRT	C0778070
C0033578	NDFRT	C3496793
C0008149	NDFRT	C0976720
C0033860	NDFRT	C2940224
C0023219	NDFRT	C0874208
C0006818	NDFRT	C0976557
C0039236	NDFRT	C1329185
C0979820	NDFRT	C0027497
C0007947	NDFRT	C0039644
C0018790	NDFRT	C0691837
C1458155	NDFRT	C0875662
C0393819	NDFRT	C4281850
C0021368	NDFRT	C0689729
C0011615	NDFRT	C0707528
C0038941	NDFRT	C0776194
C0003469	NDFRT	C0689158
C0038358	NDFRT	C0976856
C0011226	NDFRT	C0977844
C0004099	NDFRT	C0973882
C0023418	NDFRT	C0784786
C0021603	NDFRT	C0282369
C0019342	NDFRT	C1816331
C0151636	NDFRT	C0708928
C1591500	NDFRT	C0040046
C0006434	NDFRT	C0991769
C0688308	NDFRT	C0042963
C0009443	NDFRT	C0773178
C0033700	NDFRT	C0309618
C0042029	NDFRT	C0007537
C0004096	NDFRT	C0977277
C0011974	NDFRT	C0976478
C0027051	NDFRT	C0593788
C0705994	NDFRT	C0025322
C0038220	NDFRT	C0979505
C0043251	NDFRT	C0691958
C0020626	NDFRT	C1176477
C0975322	NDFRT	C0038395
C0974619	NDFRT	C0032914
C0017160	NDFRT	C4281935
C0016167	NDFRT	C0724660
C0029408	NDFRT	C0977745
C0042963	NDFRT	C0979805
C0004096	NDFRT	C3714825
C0019348	NDFRT	C0974892
C0010692	NDFRT	C0689837
C0035793	NDFRT	C1363288
C0001623	NDFRT	C0989249
C0040923	NDFRT	C0981591
C0151814	NDFRT	C0051919
C0010200	NDFRT	C0937606
C0017168	NDFRT	C2343802
C0036508	NDFRT	C0691807
C0019521	NDFRT	C0040989
C0042571	NDFRT	C0978365
C0011991	NDFRT	C0054480
C0036271	NDFRT	C0973888
C0025322	NDFRT	C0875668
C0024141	NDFRT	C3152352
C0004623	NDFRT	C0980002
C0027051	NDFRT	C0979390
C0014544	NDFRT	C0978129
C0974893	NDFRT	C0019112
C1540912	NDFRT	C0938676
C0036271	NDFRT	C4048372
C0003469	NDFRT	C0786754
C0029458	NDFRT	C0976746
C0707543	NDFRT	C0027145
C0688406	NDFRT	C0031069
C0042514	NDFRT	C0978192
C0002453	NDFRT	C0982601
C0029408	NDFRT	C0055573
C3887612	NDFRT	C4060033
C0018482	NDFRT	C1327691
C0019829	NDFRT	C0977725
C0029408	NDFRT	C0691140
C0009806	NDFRT	C1577428
C1263846	NDFRT	C1812858
C0039240	NDFRT	C1341009
C0040592	NDFRT	C2939613
C0036117	NDFRT	C0975411
C0035435	NDFRT	C0770559
C4048372	NDFRT	C0001623
C0024530	NDFRT	C3888048
C1876541	NDFRT	C0018133
C0152101	NDFRT	C0732652
C0778370	NDFRT	C0038160
C0040460	NDFRT	C0015153
C0017168	NDFRT	C1576766
C0038356	NDFRT	C3887724
C0949359	NDFRT	C0023418
C0009768	NDFRT	C0982681
C2684034	NDFRT	C0036508
C0151744	NDFRT	C0772394
C0031350	NDFRT	C0975442
C0014121	NDFRT	C0981211
C0032787	NDFRT	C0776210
C0692516	NDFRT	C0032964
C0007131	NDFRT	C1630702
C0039240	NDFRT	C0978612
C0085426	NDFRT	C0688575
C1967644	NDFRT	C0032269
C0006625	NDFRT	C1614088
C0016509	NDFRT	C0982911
C0694368	NDFRT	C0042138
C0689726	NDFRT	C0003873
C0700345	NDFRT	C0028741
C0003811	NDFRT	C4317191
C0030193	NDFRT	C0700562
C0014121	NDFRT	C0007716
C0019693	NDFRT	C3154705
C0004623	NDFRT	C1164168
C0006625	NDFRT	C4048575
C0038395	NDFRT	C0693762
C0691505	NDFRT	C0037199
C0704929	NDFRT	C0003873
C0004623	NDFRT	C0974349
C0013404	NDFRT	C2609585
C0034067	NDFRT	C0690489
C0014547	NDFRT	C0981800
C0780174	NDFRT	C0025323
C0162627	NDFRT	C0975350
C0018482	NDFRT	C0977378
C0042109	NDFRT	C1620306
C0006277	NDFRT	C0980889
C0038395	NDFRT	C0693581
C0011608	NDFRT	C0775274
C0039128	NDFRT	C0979337
C0014121	NDFRT	C0980951
C0020538	NDFRT	C0974285
C0038587	NDFRT	C0689155
C0021051	NDFRT	C4281934
C0001818	NDFRT	C0687817
C0919267	NDFRT	C1615782
C1956346	NDFRT	C0724549
C0018802	NDFRT	C0939100
C0781696	NDFRT	C0042029
C0018081	NDFRT	C1591024
C0033860	NDFRT	C3847983
C0038160	NDFRT	C0706958
C0020461	NDFRT	C0980300
C0023418	NDFRT	C0700546
C0020538	NDFRT	C0689708
C0039240	NDFRT	C0791381
C0014544	NDFRT	C3152456
C1956346	NDFRT	C0082608
C0979885	NDFRT	C0022104
C1533389	NDFRT	C0001255
C0020443	NDFRT	C0705766
C0034065	NDFRT	C1831808
C0025323	NDFRT	C0688788
C0018802	NDFRT	C0770917
C0006625	NDFRT	C1585274
C0013295	NDFRT	C0975669
C0029878	NDFRT	C0975518
C3475340	NDFRT	C0009766
C0005697	NDFRT	C0687973
C0034530	NDFRT	C0991732
C0039240	NDFRT	C1329805
C0011226	NDFRT	C0977852
C0232488	NDFRT	C4281905
C0700345	NDFRT	C0693164
C0013295	NDFRT	C0976856
C0040558	NDFRT	C0980400
C0022576	NDFRT	C0040987
C0003873	NDFRT	C0979743
C0029878	NDFRT	C0975678
C0019521	NDFRT	C0974732
C0014358	NDFRT	C4018432
C0024530	NDFRT	C3642620
C0027627	NDFRT	C4048963
C0004096	NDFRT	C2344605
C0009324	NDFRT	C0689575
C0024141	NDFRT	C0989249
C0027947	NDFRT	C3497781
C0030193	NDFRT	C2365901
C3495559	NDFRT	C0357603
C0018021	NDFRT	C1827305
C0001122	NDFRT	C0691000
C2684032	NDFRT	C0021368
C0007561	NDFRT	C0031154
C0026636	NDFRT	C0978201
C0020437	NDFRT	C0356588
C0036271	NDFRT	C0589752
C0027051	NDFRT	C0690426
C0041466	NDFRT	C0703965
C0017612	NDFRT	C0706056
C0038746	NDFRT	C0029882
C0003175	NDFRT	C3883338
C0032797	NDFRT	C0773973
C0038160	NDFRT	C2920202
C0030200	NDFRT	C0978505
C0042164	NDFRT	C0975941
C0007398	NDFRT	C0689398
C0688439	NDFRT	C0017668
C0014836	NDFRT	C0974999
C0009443	NDFRT	C0773182
C0039240	NDFRT	C1329803
C0016736	NDFRT	C0712685
C0032897	NDFRT	C0939610
C0391001	NDFRT	C0023443
C0009450	NDFRT	C0977472
C0032961	NDFRT	C0691649
C0027051	NDFRT	C3820048
C0030193	NDFRT	C0974603
C2980754	NDFRT	C0033578
C0027519	NDFRT	C0005943
C0037929	NDFRT	C0543352
C0038358	NDFRT	C0690278
C0004623	NDFRT	C2744850
C0042029	NDFRT	C0687780
C1572740	NDFRT	C0010200
C0011615	NDFRT	C2747647
C0020625	NDFRT	C0980196
C0020542	NDFRT	C0708653
C0011974	NDFRT	C0776658
C0980393	NDFRT	C0013447
C0033860	NDFRT	C0687924
C0003123	NDFRT	C0978381
C0043251	NDFRT	C1968466
C0149931	NDFRT	C0991735
C0021390	NDFRT	C0788679
C0006118	NDFRT	C3265680
C0009806	NDFRT	C1572781
C0149721	NDFRT	C0975227
C0013295	NDFRT	C3887825
C0022661	NDFRT	C0975617
C0974618	NDFRT	C0018099
C0002994	NDFRT	C1572583
C1263846	NDFRT	C0980967
C0033700	NDFRT	C0778369
C0525045	NDFRT	C3153538
C0022603	NDFRT	C0785570
C0004239	NDFRT	C2587025
C0025322	NDFRT	C0976748
C0024141	NDFRT	C1168858
C0773592	NDFRT	C0027794
C0524909	NDFRT	C1178607
C0010823	NDFRT	C0687788
C0705994	NDFRT	C0085215
C0029291	NDFRT	C0546879
C0035457	NDFRT	C1878341
C0030200	NDFRT	C3714817
C0001175	NDFRT	C0700483
C0010403	NDFRT	C0977844
C0011603	NDFRT	C0977197
C0014549	NDFRT	C3666530
C0002063	NDFRT	C0780194
C0014863	NDFRT	C0022252
C0017612	NDFRT	C0543470
C0029396	NDFRT	C0775260
C0024121	NDFRT	C3194954
C0013604	NDFRT	C0690838
C0919267	NDFRT	C0771055
C0781374	NDFRT	C0033774
C0024440	NDFRT	C0976993
C0162627	NDFRT	C0979338
C0021368	NDFRT	C0795284
C0700345	NDFRT	C1964498
C0042487	NDFRT	C0731972
C0011854	NDFRT	C1949544
C0017168	NDFRT	C0106169
C0027497	NDFRT	C0979786
C0014742	NDFRT	C0001655
C0025202	NDFRT	C0021734
C0014547	NDFRT	C3247938
C0980411	NDFRT	C0040592
C0035457	NDFRT	C1168655
C0919267	NDFRT	C1996101
C0043241	NDFRT	C0982813
C0038395	NDFRT	C0688233
C0428977	NDFRT	C0980589
C0019693	NDFRT	C1562712
C0006277	NDFRT	C0690670
C4281891	NDFRT	C0011991
C0024121	NDFRT	C0008318
C0006818	NDFRT	C3887736
C0013336	NDFRT	C1877844
C0027051	NDFRT	C4281900
C0005943	NDFRT	C1300274
C0020456	NDFRT	C0782008
C0020538	NDFRT	C2709721
C1956346	NDFRT	C3152804
C0026936	NDFRT	C0014809
C0022729	NDFRT	C0781671
C0002880	NDFRT	C3153170
C0162627	NDFRT	C0694373
C0020523	NDFRT	C0973955
C0014121	NDFRT	C1591225
C0030193	NDFRT	C0785727
C0003962	NDFRT	C0690397
C0030830	NDFRT	C0001261
C0009324	NDFRT	C1814982
C0546879	NDFRT	C0038160
C0005943	NDFRT	C0705042
C0010072	NDFRT	C0977439
C0033700	NDFRT	C0872534
C0009404	NDFRT	C0981522
C0020557	NDFRT	C0689404
C0004096	NDFRT	C0982713
C0001144	NDFRT	C0976727
C0980843	NDFRT	C0162820
C1177166	NDFRT	C0524909
C0033700	NDFRT	C0719220
C0020619	NDFRT	C0976762
C0036508	NDFRT	C0705213
C0033774	NDFRT	C0784895
C0014836	NDFRT	C1965633
C0027726	NDFRT	C0980809
C0011608	NDFRT	C0773689
C0034067	NDFRT	C0978476
C0002871	NDFRT	C0978897
C0036341	NDFRT	C0975245
C0017612	NDFRT	C1876858
C0920350	NDFRT	C0939014
C0013390	NDFRT	C0975730
C0007785	NDFRT	C3495636
C0009763	NDFRT	C1591600
C0981040	NDFRT	C0043349
C0025322	NDFRT	C0976755
C0038814	NDFRT	C4080553
C0018081	NDFRT	C0220892
C0976398	NDFRT	C0020538
C0979038	NDFRT	C0014863
C0025202	NDFRT	C0975285
C0033817	NDFRT	C0770927
C4048972	NDFRT	C0022729
C0020540	NDFRT	C3249129
C0003811	NDFRT	C2366225
C0027497	NDFRT	C0980852
C0021368	NDFRT	C0005310
C0035435	NDFRT	C0976114
C0007222	NDFRT	C1948472
C0030783	NDFRT	C0991722
C0063079	NDFRT	C0009324
C1966727	NDFRT	C0023219
C0011581	NDFRT	C1328988
C0773084	NDFRT	C0024473
C0980783	NDFRT	C0017185
C0020456	NDFRT	C3888216
C1352206	NDFRT	C0035854
C0020598	NDFRT	C1357971
C0036271	NDFRT	C0976957
C0038160	NDFRT	C0872962
C0004239	NDFRT	C0700468
C0033817	NDFRT	C0282104
C0001261	NDFRT	C0974349
C0014859	NDFRT	C3887720
C0982767	NDFRT	C0001723
C0035457	NDFRT	C1509705
C0033578	NDFRT	C0687858
C0029458	NDFRT	C0979256
C1329171	NDFRT	C0014547
C0011616	NDFRT	C0977611
C0020538	NDFRT	C1329806
C0019360	NDFRT	C3642849
C0038395	NDFRT	C0975397
C0029456	NDFRT	C0786297
C0036341	NDFRT	C1588339
C0013295	NDFRT	C0690278
C0011616	NDFRT	C0981291
C0026936	NDFRT	C1533704
C0005122	NDFRT	C0980635
C0688805	NDFRT	C0029458
C4238776	NDFRT	C0040136
C0004623	NDFRT	C0690468
C0007117	NDFRT	C2919805
C0043241	NDFRT	C0979217
C0030193	NDFRT	C0785724
C3500544	NDFRT	C0037278
C0020626	NDFRT	C0008318
C0025322	NDFRT	C0780174
C0036271	NDFRT	C0055900
C1458155	NDFRT	C1169518
C3666907	NDFRT	C0024121
C1527311	NDFRT	C3249628
C0040156	NDFRT	C0979679
C0002880	NDFRT	C0979761
C0001627	NDFRT	C0063079
C0162526	NDFRT	C0980944
C0003578	NDFRT	C0709784
C0020517	NDFRT	C0770609
C0011881	NDFRT	C0705982
C0085636	NDFRT	C0976341
C0009766	NDFRT	C1814984
C0011156	NDFRT	C1828792
C0036974	NDFRT	C0774525
C0020443	NDFRT	C4046771
C0002792	NDFRT	C3205627
C0037383	NDFRT	C0691383
C0007222	NDFRT	C2980395
C0042514	NDFRT	C1573240
C0042963	NDFRT	C1572083
C0525045	NDFRT	C0691061
C0011608	NDFRT	C4082214
C0023890	NDFRT	C0499011
C0011615	NDFRT	C0782196
C0014549	NDFRT	C1269857
C0042029	NDFRT	C0020933
C0043251	NDFRT	C0980200
C1724251	NDFRT	C0040259
C0005586	NDFRT	C2700656
C0011581	NDFRT	C1576462
C0270853	NDFRT	C0978128
C0030200	NDFRT	C1145745
C0036572	NDFRT	C3153146
C0011991	NDFRT	C4530588
C0009806	NDFRT	C3887796
C0018081	NDFRT	C2920329
C0037997	NDFRT	C1637358
C0035793	NDFRT	C0013090
C0006444	NDFRT	C0976124
C0020621	NDFRT	C0979624
C0022729	NDFRT	C0979237
C2961329	NDFRT	C0030193
C0029408	NDFRT	C0025041
C0688489	NDFRT	C0036202
C0021603	NDFRT	C2980124
C0005586	NDFRT	C0697781
C0030920	NDFRT	C0141756
C0036220	NDFRT	C1614106
C0018081	NDFRT	C1965880
C0040156	NDFRT	C0994392
C0974620	NDFRT	C0021368
C0007134	NDFRT	C1589847
C0556346	NDFRT	C1995698
C0020625	NDFRT	C1814230
C0691185	NDFRT	C0019112
C0080233	NDFRT	C0980257
C0037286	NDFRT	C0593975
C0979033	NDFRT	C0020542
C0021099	NDFRT	C0358142
C0690838	NDFRT	C0034063
C1629908	NDFRT	C0026764
C0021186	NDFRT	C0018802
C0035126	NDFRT	C4048451
C0036983	NDFRT	C4522643
C0085437	NDFRT	C0978617
C0018802	NDFRT	C0974838
C0687869	NDFRT	C0011581
C0004623	NDFRT	C0980955
C0004239	NDFRT	C0979933
C0039590	NDFRT	C3887720
C0004623	NDFRT	C0778369
C0006118	NDFRT	C0979751
C0033775	NDFRT	C0977632
C0002963	NDFRT	C0874732
C3282059	NDFRT	C0033775
C0030193	NDFRT	C0973777
C0014547	NDFRT	C0979454
C0036341	NDFRT	C0694027
C0001144	NDFRT	C0019435
C0020538	NDFRT	C0974835
C1145742	NDFRT	C0035457
C0975319	NDFRT	C0038395
C1962249	NDFRT	C0039128
C0033036	NDFRT	C0976466
C0010072	NDFRT	C2710120
C0035243	NDFRT	C0007738
C0034012	NDFRT	C0875661
C0013604	NDFRT	C0975547
C0032964	NDFRT	C0691422
C0002962	NDFRT	C0689706
C0010068	NDFRT	C0689277
C0038746	NDFRT	C0042029
C0001206	NDFRT	C3856010
C0043241	NDFRT	C0980273
C0282395	NDFRT	C0014121
C0975678	NDFRT	C0022729
C0004626	NDFRT	C3883338
C0162316	NDFRT	C0976907
C0040592	NDFRT	C3883337
C0036341	NDFRT	C0690532
C0026764	NDFRT	C1724162
C0036341	NDFRT	C0981766
C0034067	NDFRT	C1995199
C0029882	NDFRT	C0974341
C0004623	NDFRT	C0282052
C0042134	NDFRT	C1962243
C0036974	NDFRT	C0977581
C0014869	NDFRT	C0975669
C0023890	NDFRT	C0688949
C0023348	NDFRT	C4084009
C0689387	NDFRT	C0038436
C0019069	NDFRT	C0724529
C0020538	NDFRT	C0978693
C0042963	NDFRT	C0546875
C0243026	NDFRT	C0704832
C0006434	NDFRT	C1573240
C0001144	NDFRT	C0691200
C0017168	NDFRT	C0702906
C0011608	NDFRT	C2979922
C0007462	NDFRT	C0040373
C0042963	NDFRT	C0304376
C0015456	NDFRT	C3820057
C0015456	NDFRT	C0978712
C0014869	NDFRT	C0976856
C0021359	NDFRT	C2709678
C2975435	NDFRT	C0040038
C0038395	NDFRT	C0974339
C0027947	NDFRT	C1145701
C0024530	NDFRT	C3883333
C0525045	NDFRT	C2917435
C0018133	NDFRT	C1814984
C0002880	NDFRT	C4281850
C0149931	NDFRT	C0938674
C0040038	NDFRT	C1445874
C1876499	NDFRT	C0039128
C0027404	NDFRT	C0876575
C0042109	NDFRT	C0978245
C0018567	NDFRT	C0690619
C0042029	NDFRT	C0980411
C0039236	NDFRT	C1573240
C0026603	NDFRT	C0008183
C0003492	NDFRT	C0974166
C0030193	NDFRT	C4282197
C0036341	NDFRT	C0981557
C0038160	NDFRT	C0919352
C0042029	NDFRT	C0979340
C0003811	NDFRT	C4059544
C0029878	NDFRT	C0776660
C0019112	NDFRT	C0689108
C0002395	NDFRT	C0981716
C0021400	NDFRT	C3645244
C0009450	NDFRT	C0979705
C0976946	NDFRT	C0026946
C0149931	NDFRT	C3887880
C0004623	NDFRT	C0872534
C0026603	NDFRT	C2955381
C0041327	NDFRT	C0010137
C0041408	NDFRT	C1613533
C0018482	NDFRT	C0688351
C0018567	NDFRT	C0977620
C0002963	NDFRT	C1178599
C0004623	NDFRT	C0719220
C0038358	NDFRT	C0783076
C0525046	NDFRT	C0981711
C0042510	NDFRT	C4317191
C0042024	NDFRT	C0691712
C0030193	NDFRT	C4056548
C0023869	NDFRT	C0979666
C0774351	NDFRT	C0021368
C0040592	NDFRT	C3887713
C0693586	NDFRT	C0014544
C0020649	NDFRT	C0590015
C0715738	NDFRT	C0024141
C0038013	NDFRT	C1827446
C1258225	NDFRT	C2947919
C0027051	NDFRT	C1329317
C0525045	NDFRT	C0975244
C0035460	NDFRT	C0688053
C0011616	NDFRT	C0063077
C0013390	NDFRT	C1164879
C0011156	NDFRT	C0982781
C0004096	NDFRT	C0979186
C0004099	NDFRT	C1951493
C0205909	NDFRT	C0006118
C0027819	NDFRT	C0689455
C0004096	NDFRT	C2731797
C0162526	NDFRT	C0064113
C0004623	NDFRT	C2266960
C0036341	NDFRT	C0690153
C0011880	NDFRT	C0977829
C0011633	NDFRT	C0979757
C0018099	NDFRT	C0691143
C0002871	NDFRT	C1168811
C0033775	NDFRT	C0974951
C3475343	NDFRT	C0004096
C0038220	NDFRT	C2346398
C0042029	NDFRT	C0688874
C0032897	NDFRT	C1995607
C1329128	NDFRT	C0025323
C0007131	NDFRT	C4287815
C0003873	NDFRT	C0016157
C0026946	NDFRT	C3832835
C1161470	NDFRT	C0005138
C0009806	NDFRT	C3255169
C0029408	NDFRT	C0981808
C0039590	NDFRT	C4048850
C0030193	NDFRT	C0786375
C0282321	NDFRT	C0014849
C0033578	NDFRT	C0976762
C0036508	NDFRT	C0975791
C0036974	NDFRT	C2940736
C0005586	NDFRT	C0872810
C0006266	NDFRT	C0981633
C0026948	NDFRT	C0688497
C0011633	NDFRT	C0979685
C1269683	NDFRT	C0979917
C0015689	NDFRT	C0010068
C0009326	NDFRT	C4306498
C0005686	NDFRT	C0978932
C0003578	NDFRT	C0980584
C0027726	NDFRT	C0981481
C0011581	NDFRT	C1509299
C0039240	NDFRT	C3817078
C0042029	NDFRT	C0978528
C0032787	NDFRT	C0981134
C1956346	NDFRT	C0694301
C0003873	NDFRT	C4083115
C0357997	NDFRT	C0036271
C0428977	NDFRT	C2682377
C0037278	NDFRT	C0785060
C4256557	NDFRT	C0024141
C0042029	NDFRT	C0974346
C0006625	NDFRT	C4048889
C0015967	NDFRT	C2684464
C2343236	NDFRT	C0033775
C0030193	NDFRT	C1813082
C0007947	NDFRT	C4048560
C1589753	NDFRT	C0041327
C0162316	NDFRT	C0691430
C0004623	NDFRT	C4490177
C0020538	NDFRT	C0981406
C0013295	NDFRT	C2724701
C0005716	NDFRT	C0027444
C0011633	NDFRT	C3153170
C0005943	NDFRT	C0975321
C0009806	NDFRT	C0981296
C1263846	NDFRT	C2316497
C0024305	NDFRT	C4058407
C0042963	NDFRT	C0690168
C0020538	NDFRT	C1168821
C0030193	NDFRT	C0002327
C1962152	NDFRT	C0006266
C0004238	NDFRT	C0976380
C0030319	NDFRT	C1363068
C0009806	NDFRT	C0978328
C0036271	NDFRT	C0689022
C0021368	NDFRT	C0980820
C0162565	NDFRT	C1572086
C0033578	NDFRT	C1375258
C0008149	NDFRT	C0691039
C0025323	NDFRT	C0688786
C0038160	NDFRT	C0974668
C0009763	NDFRT	C0936987
C0029456	NDFRT	C0980259
C0020540	NDFRT	C4048444
C0021368	NDFRT	C4051094
C0026636	NDFRT	C0978170
C0020598	NDFRT	C1360128
C0038220	NDFRT	C0979371
C4082838	NDFRT	C0043241
C0032787	NDFRT	C0773380
C1263846	NDFRT	C3883036
C0018567	NDFRT	C0981299
C0031762	NDFRT	C1814374
C0005586	NDFRT	C2718477
C0009324	NDFRT	C0689119
C0035457	NDFRT	C4256643
C0007787	NDFRT	C0704929
C0027051	NDFRT	C4082685
C0009324	NDFRT	C0689760
C0026769	NDFRT	C0689574
C0009326	NDFRT	C2315416
C0032463	NDFRT	C3249479
C0033046	NDFRT	C0689175
C0025637	NDFRT	C0691919
C0039128	NDFRT	C1540972
C0008354	NDFRT	C3887869
C0042878	NDFRT	C0021295
C0009326	NDFRT	C0976133
C0004238	NDFRT	C0709793
C0004623	NDFRT	C0980394
C0003811	NDFRT	C0979930
C0020557	NDFRT	C0981601
C0023418	NDFRT	C4521178
C0029882	NDFRT	C2316542
C0003868	NDFRT	C0978592
C1345075	NDFRT	C0149778
C0004623	NDFRT	C0977122
C0026918	NDFRT	C0262964
C0980164	NDFRT	C0085426
C0020619	NDFRT	C0071554
C0002962	NDFRT	C0286186
C0011615	NDFRT	C0705898
C0019348	NDFRT	C0973825
C0010200	NDFRT	C3864341
C0036572	NDFRT	C1532848
C0001175	NDFRT	C1319683
C0011608	NDFRT	C0688496
C0033700	NDFRT	C0975455
C0981311	NDFRT	C0017168
C0024121	NDFRT	C0786204
C0919267	NDFRT	C4048852
C0024530	NDFRT	C0875561
C0032787	NDFRT	C2719526
C0008354	NDFRT	C3887742
C0029408	NDFRT	C0688599
C0032617	NDFRT	C0546849
C0015404	NDFRT	C1589753
C0162526	NDFRT	C0979086
C0020557	NDFRT	C1177906
C0026946	NDFRT	C0691880
C0004623	NDFRT	C0055337
C3536983	NDFRT	C0008318
C0710355	NDFRT	C0021603
C0026919	NDFRT	C0052796
C0149721	NDFRT	C0981552
C0974588	NDFRT	C0025637
C0034065	NDFRT	C0589907
C0027051	NDFRT	C0874732
C0003873	NDFRT	C1814982
C1261473	NDFRT	C0977725
C0036690	NDFRT	C0975372
C0013404	NDFRT	C0994900
C0977099	NDFRT	C0149778
C0042963	NDFRT	C0062103
C4048661	NDFRT	C0007131
C1269683	NDFRT	C0976982
C0014869	NDFRT	C0690278
C0020538	NDFRT	C0770917
C0042769	NDFRT	C1572564
C0037763	NDFRT	C0979830
C0001175	NDFRT	C4058841
C0011616	NDFRT	C0974176
C0011633	NDFRT	C0979761
C0011175	NDFRT	C0980207
C0029878	NDFRT	C0691185
C0042487	NDFRT	C2975435
C0017921	NDFRT	C1694513
C0014175	NDFRT	C3162896
C0021280	NDFRT	C4050942
C0042510	NDFRT	C0001636
C0033817	NDFRT	C2241898
C0708684	NDFRT	C0014863
C0026936	NDFRT	C3887869
C0035436	NDFRT	C0974611
C0006266	NDFRT	C0040864
C0776477	NDFRT	C0043541
C0018190	NDFRT	C3888301
C0162834	NDFRT	C0593555
C0001144	NDFRT	C1572761
C3665596	NDFRT	C0793445
C0001261	NDFRT	C0282052
C0034065	NDFRT	C0030350
C0026837	NDFRT	C0774406
C0037188	NDFRT	C1962146
C0005943	NDFRT	C0975324
C0002888	NDFRT	C0689321
C0027412	NDFRT	C0978497
C0004623	NDFRT	C2266958
C0013221	NDFRT	C0974654
C0790321	NDFRT	C0008149
C1327690	NDFRT	C0038160
C0982369	NDFRT	C0011991
C0033975	NDFRT	C0689944
C0026838	NDFRT	C0976323
C0042029	NDFRT	C0055015
C0004623	NDFRT	C0979169
C0354594	NDFRT	C0085096
C0038395	NDFRT	C0055881
C0011860	NDFRT	C0978483
C0007137	NDFRT	C1572441
C0030193	NDFRT	C0699481
C0011581	NDFRT	C0981549
C0033860	NDFRT	C0975772
C0038354	NDFRT	C0053791
C0004238	NDFRT	C0874731
C0020621	NDFRT	C0994983
C0027947	NDFRT	C0282104
C0018802	NDFRT	C1995613
C0013537	NDFRT	C2720040
C0000771	NDFRT	C4051274
C2718950	NDFRT	C3665358
