head	relation	tail
C4048870	subgroupOf	C0237417
C1620311	subgroupOf	C0282221
C3887726	subgroupOf	C4521160
C1995702	subgroupOf	C1739826
C0974202	subgroupOf	C0002371
C4306820	subgroupOf	C1739826
C0994883	subgroupOf	C0700596
C0783750	subgroupOf	C0065932
C3887889	subgroupOf	C0700442
C0977347	subgroupOf	C0062106
C0980846	subgroupOf	C0041038
C0784782	subgroupOf	C0020268
C3855284	subgroupOf	C1948374
C0980083	subgroupOf	C0036079
C0872846	subgroupOf	C0054436
C0691638	subgroupOf	C0027996
C0980368	subgroupOf	C0038425
C3159429	subgroupOf	C0065023
C1737835	subgroupOf	C0022957
C0785911	subgroupOf	C0027780
C0774023	subgroupOf	C0033218
C0784494	subgroupOf	C0006466
C0976675	subgroupOf	C0014563
C0692418	subgroupOf	C0028978
C0975883	subgroupOf	C0009217
C2730032	subgroupOf	C0079691
C0693283	subgroupOf	C1113707
C0981379	subgroupOf	C0055895
C1161470	subgroupOf	C0040866
C2341964	subgroupOf	C1170743
C0873281	subgroupOf	C0078792
C0688335	subgroupOf	C0008806
C1699037	subgroupOf	C0123091
C0977020	subgroupOf	C0292819
C1341133	subgroupOf	C0024477
C0776469	subgroupOf	C0018242
C0975143	subgroupOf	C0006681
C0978907	subgroupOf	C0027396
C4048851	subgroupOf	C0069717
C1164831	subgroupOf	C0937950
C1652555	subgroupOf	C0700545
C0975229	subgroupOf	C0006938
C0977714	subgroupOf	C0020740
C2315854	subgroupOf	C2343921
C3536345	subgroupOf	C0350422
C1812857	subgroupOf	C0700563
C2918699	subgroupOf	C0971579
C2733637	subgroupOf	C0169964
C1165189	subgroupOf	C0076823
C0775245	subgroupOf	C0079691
C3265255	subgroupOf	C1451502
C0978269	subgroupOf	C0024056
C0704144	subgroupOf	C0060282
C4048455	subgroupOf	C0253563
C0792229	subgroupOf	C0055711
C0975599	subgroupOf	C0546857
C1168840	subgroupOf	C0029995
C1168721	subgroupOf	C0145932
C0789858	subgroupOf	C0127615
C0692241	subgroupOf	C0015620
C0781274	subgroupOf	C0040958
C0691275	subgroupOf	C0108121
C0687920	subgroupOf	C0003166
C0785916	subgroupOf	C0018242
C0786145	subgroupOf	C0028027
C4048376	subgroupOf	C0012306
C0590816	subgroupOf	C0076829
C0786098	subgroupOf	C0282274
C0687923	subgroupOf	C0003166
C0980421	subgroupOf	C0038774
C0979054	subgroupOf	C0028365
C0980340	subgroupOf	C0037688
C0979807	subgroupOf	C0033399
C1576767	subgroupOf	C0937846
C0976760	subgroupOf	C0059610
C0780738	subgroupOf	C0286185
C0688253	subgroupOf	C0008273
C0775072	subgroupOf	C0041942
C0981587	subgroupOf	C0721688
C1618627	subgroupOf	C0023566
C0981210	subgroupOf	C0002645
C2961685	subgroupOf	C0024480
C4018719	subgroupOf	C0700545
C1532847	subgroupOf	C0657912
C1876828	subgroupOf	C1739826
C0982674	subgroupOf	C0011777
C3464178	subgroupOf	C2698280
C3500544	subgroupOf	C0040341
C0937574	subgroupOf	C0060926
C1948382	subgroupOf	C0017887
C0979783	subgroupOf	C0033218
C3528221	subgroupOf	C0961209
C4048740	subgroupOf	C0771019
C2937819	subgroupOf	C0076181
C0693979	subgroupOf	C0286738
C4056022	subgroupOf	C2936870
C0981530	subgroupOf	C0022252
C0982816	subgroupOf	C0795649
C0775171	subgroupOf	C0040613
C0979546	subgroupOf	C0031935
C0976703	subgroupOf	C0014708
C0691174	subgroupOf	C0005059
C0981785	subgroupOf	C0700468
C0975906	subgroupOf	C0162745
C0978479	subgroupOf	C0025573
C1948854	subgroupOf	C0282211
C0976797	subgroupOf	C0546863
C0975693	subgroupOf	C0055856
C0976463	subgroupOf	C0012582
C2730044	subgroupOf	C0079691
C0979794	subgroupOf	C0033308
C4519823	subgroupOf	C0117996
C0978885	subgroupOf	C0027324
C1814243	subgroupOf	C0700468
C3247912	subgroupOf	C2931926
C0784759	subgroupOf	C0005308
C0692316	subgroupOf	C0004057
C0781308	subgroupOf	C0002335
C0976918	subgroupOf	C0771752
C0977264	subgroupOf	C0018242
C0976127	subgroupOf	C0770565
C0774535	subgroupOf	C0011810
C0978606	subgroupOf	C0025854
C0690141	subgroupOf	C0600311
C0978966	subgroupOf	C0027996
C0794211	subgroupOf	C0086620
C3887890	subgroupOf	C0700442
C4080771	subgroupOf	C0377265
C0976027	subgroupOf	C0010523
C2608224	subgroupOf	C0134394
C3817133	subgroupOf	C0961965
C0976164	subgroupOf	C0011812
C3663756	subgroupOf	C0304594
C0354130	subgroupOf	C0037982
C0690680	subgroupOf	C0041086
C0975079	subgroupOf	C0304358
C1329141	subgroupOf	C0700465
C0784958	subgroupOf	C0020306
C0688649	subgroupOf	C0012582
C0974239	subgroupOf	C0002575
C3859719	subgroupOf	C0546869
C0593075	subgroupOf	C0076829
C1672501	subgroupOf	C0059562
C0978174	subgroupOf	C0546869
C0358089	subgroupOf	C0005088
C0978257	subgroupOf	C0126177
C0974983	subgroupOf	C0005632
C4046830	subgroupOf	C0132776
C2725273	subgroupOf	C0026289
C0978598	subgroupOf	C0025840
C0979272	subgroupOf	C0030350
C3247932	subgroupOf	C2931926
C2937567	subgroupOf	C0076189
C0688475	subgroupOf	C0700529
C0975742	subgroupOf	C0009033
C0982656	subgroupOf	C0009079
C1962149	subgroupOf	C0596005
C0980471	subgroupOf	C0039286
C0977670	subgroupOf	C0044971
C2370262	subgroupOf	C1533643
C2683173	subgroupOf	C0008318
C0980813	subgroupOf	C0040866
C0975653	subgroupOf	C0055711
C0978477	subgroupOf	C0025573
C0982730	subgroupOf	C0016298
C0780940	subgroupOf	C0055729
C0688316	subgroupOf	C0008294
C0978873	subgroupOf	C0068333
C1123024	subgroupOf	C0010592
C1572801	subgroupOf	C0033979
C0787030	subgroupOf	C0072916
C3714846	subgroupOf	C1164676
C0689707	subgroupOf	C0027302
C1698600	subgroupOf	C0077768
C0977946	subgroupOf	C0022176
C0982795	subgroupOf	C0025497
C4256329	subgroupOf	C3252090
C0705879	subgroupOf	C0674428
C1813641	subgroupOf	C1506770
C1168928	subgroupOf	C0079691
C3530480	subgroupOf	C2744960
C1877780	subgroupOf	C0060282
C1876541	subgroupOf	C0039736
C3832835	subgroupOf	C3273754
C0709249	subgroupOf	C0169964
C1697765	subgroupOf	C0527379
C0991723	subgroupOf	C0028420
C0688318	subgroupOf	C0008294
C0692566	subgroupOf	C0073379
C0974163	subgroupOf	C0002335
C1178552	subgroupOf	C0005059
C3701211	subgroupOf	C0037508
C0688367	subgroupOf	C0008996
C0974432	subgroupOf	C0051809
C1591455	subgroupOf	C0033567
C0981167	subgroupOf	C0251504
C0980274	subgroupOf	C0037518
C0772628	subgroupOf	C0282198
C0975389	subgroupOf	C0053882
C3817392	subgroupOf	C0000378
C0690032	subgroupOf	C0031990
C0692781	subgroupOf	C0011786
C0703522	subgroupOf	C0012258
C2242071	subgroupOf	C0055361
C0982728	subgroupOf	C0060282
C3692992	subgroupOf	C3501358
C0689596	subgroupOf	C0025854
C0975677	subgroupOf	C0008809
C0982905	subgroupOf	C0040134
C0974988	subgroupOf	C0005632
C0980604	subgroupOf	C0039771
C0975149	subgroupOf	C0006681
C0975399	subgroupOf	C0055014
C0979598	subgroupOf	C0979598
C1319622	subgroupOf	C1321596
C1164827	subgroupOf	C0937950
C2369312	subgroupOf	C2001271
C0995031	subgroupOf	C4522647
C2369318	subgroupOf	C1831905
C0982762	subgroupOf	C0700533
C1177055	subgroupOf	C0540694
C2608692	subgroupOf	C0066529
C0976379	subgroupOf	C0012258
C0978958	subgroupOf	C0027996
C1813147	subgroupOf	C0015846
C0977689	subgroupOf	C0004261
C2723481	subgroupOf	C0024480
C4082890	subgroupOf	C0600487
C3892220	subgroupOf	C1998098
C0688474	subgroupOf	C0700529
C1961876	subgroupOf	C1701455
C0711001	subgroupOf	C0078221
C0693628	subgroupOf	C0286651
C0693153	subgroupOf	C0700442
C0977722	subgroupOf	C0282388
C0687868	subgroupOf	C0700442
C1345131	subgroupOf	C0042313
C0688311	subgroupOf	C0008287
C1724050	subgroupOf	C1455147
C0690835	subgroupOf	C0076840
C0787348	subgroupOf	C0027780
C0976328	subgroupOf	C0012010
C0692671	subgroupOf	C0002679
C0978083	subgroupOf	C0022957
C0688368	subgroupOf	C0009002
C0979211	subgroupOf	C0282274
C2366152	subgroupOf	C0005088
C0974821	subgroupOf	C0004954
C0980801	subgroupOf	C0040845
C0693758	subgroupOf	C0149368
C2948291	subgroupOf	C0063077
C0978243	subgroupOf	C0065295
C0981596	subgroupOf	C0049506
C4082938	subgroupOf	C0023413
C1164676	subgroupOf	C1164676
C1964295	subgroupOf	C1667052
C0690611	subgroupOf	C0282369
C0691827	subgroupOf	C0037138
C0975896	subgroupOf	C0009316
C0691954	subgroupOf	C0149381
C3872141	subgroupOf	C2975435
C0976771	subgroupOf	C0014939
C3692734	subgroupOf	C0546868
C0991695	subgroupOf	C0064079
C0975187	subgroupOf	C0108121
C0979355	subgroupOf	C0030858
C0974285	subgroupOf	C0051696
C3536364	subgroupOf	C3535694
C0688794	subgroupOf	C0014938
C0978464	subgroupOf	C0025497
C2587156	subgroupOf	C2350089
C0980593	subgroupOf	C0039771
C0784730	subgroupOf	C0009137
C3255423	subgroupOf	C0015846
C4083101	subgroupOf	C0024472
C0976919	subgroupOf	C0771752
C0980830	subgroupOf	C0040979
C0937404	subgroupOf	C0209366
C0980166	subgroupOf	C0037138
C3700441	subgroupOf	C2700226
C4083012	subgroupOf	C1142738
C2343627	subgroupOf	C0042313
C0981298	subgroupOf	C0676831
C0979456	subgroupOf	C0031412
C0784132	subgroupOf	C0017725
C1328987	subgroupOf	C0700545
C0980648	subgroupOf	C0039867
C0973766	subgroupOf	C0000970
C0980501	subgroupOf	C0076110
C3499670	subgroupOf	C0700545
C0705234	subgroupOf	C0014708
C0777939	subgroupOf	C0057626
C1164602	subgroupOf	C0054201
C4083029	subgroupOf	C0060483
C1620345	subgroupOf	C0304300
C0690549	subgroupOf	C0040134
C1967873	subgroupOf	C0004906
C0688916	subgroupOf	C0700567
C0981456	subgroupOf	C0017628
C0976391	subgroupOf	C0700532
C3265639	subgroupOf	C0012381
C0689475	subgroupOf	C0025381
C2368855	subgroupOf	C1435444
C0978340	subgroupOf	C0024730
C0702541	subgroupOf	C0062103
C0783186	subgroupOf	C0609436
C4290719	subgroupOf	C0023566
C0976367	subgroupOf	C0012203
C1572456	subgroupOf	C0025368
C4051120	subgroupOf	C0281351
C0976348	subgroupOf	C0012093
C0981496	subgroupOf	C0120726
C0978303	subgroupOf	C0065512
C0982623	subgroupOf	C0006976
C4082906	subgroupOf	C0032143
C0702428	subgroupOf	C0003166
C0980117	subgroupOf	C0036516
C4238526	subgroupOf	C0017861
C1639501	subgroupOf	C0353148
C0975413	subgroupOf	C0007561
C3888179	subgroupOf	C0024480
C0980684	subgroupOf	C0039955
C1630419	subgroupOf	C0074757
C0780914	subgroupOf	C0028902
C1572400	subgroupOf	C0042313
C2683631	subgroupOf	C1700196
C0976479	subgroupOf	C0034504
C0979318	subgroupOf	C0282292
C0689653	subgroupOf	C0050962
C0689500	subgroupOf	C0025573
C0690281	subgroupOf	C0034665
C3667606	subgroupOf	C2717561
C4083177	subgroupOf	C0048470
C0691175	subgroupOf	C0005059
C0975172	subgroupOf	C0006681
C1950707	subgroupOf	C0087000
C4282049	subgroupOf	C0037494
C0982820	subgroupOf	C0030800
C2978012	subgroupOf	C0044971
C1695407	subgroupOf	C0700545
C0709764	subgroupOf	C0039771
C1163826	subgroupOf	C0066814
C0994389	subgroupOf	C0004261
C0975346	subgroupOf	C0060405
C0690321	subgroupOf	C0074554
C0980398	subgroupOf	C0038689
C1177998	subgroupOf	C0068788
C0975705	subgroupOf	C0008947
C0974364	subgroupOf	C0282051
C0977123	subgroupOf	C0017440
C0691085	subgroupOf	C0000970
C0981346	subgroupOf	C0010547
C3556749	subgroupOf	C0304300
C0688824	subgroupOf	C0014987
C0980717	subgroupOf	C0772200
C3857812	subgroupOf	C0009262
C1966461	subgroupOf	C0169964
C2684742	subgroupOf	C1176308
C3474027	subgroupOf	C0022265
C0978692	subgroupOf	C0771294
C0688478	subgroupOf	C0700529
C1724445	subgroupOf	C0073393
C0975951	subgroupOf	C0012694
C0981474	subgroupOf	C0020306
C0691786	subgroupOf	C0034422
C4048647	subgroupOf	C0002575
C4049062	subgroupOf	C0066814
C1724247	subgroupOf	C0282275
C2723286	subgroupOf	C0724633
C0353803	subgroupOf	C0591771
C0976937	subgroupOf	C0060389
C1331798	subgroupOf	C0058731
C1591735	subgroupOf	C0771019
C4224886	subgroupOf	C0025746
C0978373	subgroupOf	C0065864
C0981345	subgroupOf	C0010525
C0358002	subgroupOf	C0040866
C2608991	subgroupOf	C0249529
C2240980	subgroupOf	C1328071
C0692538	subgroupOf	C0020268
C1368433	subgroupOf	C0012265
C4059352	subgroupOf	C3273711
C0980339	subgroupOf	C0037688
C1829337	subgroupOf	C0014912
C2955100	subgroupOf	C0004963
C0773998	subgroupOf	C0132776
C1695128	subgroupOf	C0700596
C2700804	subgroupOf	C1435444
C0688258	subgroupOf	C0008275
C1345241	subgroupOf	C0009137
C4048734	subgroupOf	C0700582
C3817139	subgroupOf	C0076195
C0688582	subgroupOf	C0591771
C1164851	subgroupOf	C0054015
C0700410	subgroupOf	C0700528
C0979187	subgroupOf	C0055578
C0691094	subgroupOf	C0000970
C4271089	subgroupOf	C2001856
C0692854	subgroupOf	C0073393
C1319708	subgroupOf	C0528166
C0980808	subgroupOf	C0040864
C0688336	subgroupOf	C0008806
C0688019	subgroupOf	C0005308
C1724003	subgroupOf	C0700467
C0775765	subgroupOf	C0031470
C3160388	subgroupOf	C0530684
C0691654	subgroupOf	C0132776
C0784520	subgroupOf	C0147008
C0687980	subgroupOf	C0004975
C4082959	subgroupOf	C0060241
C0978680	subgroupOf	C0049506
C0358909	subgroupOf	C1145701
C1161475	subgroupOf	C0600311
C1358480	subgroupOf	C0009079
C1576813	subgroupOf	C0079594
C0979935	subgroupOf	C0034414
C0773198	subgroupOf	C0065649
C0977593	subgroupOf	C0020268
C1328989	subgroupOf	C0700545
C0774534	subgroupOf	C0011810
C0980387	subgroupOf	C0144004
C0979033	subgroupOf	C0017887
C0775746	subgroupOf	C0282259
C0688656	subgroupOf	C0012772
C0976803	subgroupOf	C0014987
C0976877	subgroupOf	C0015846
C4306115	subgroupOf	C0357797
C1686464	subgroupOf	C0546858
C3531218	subgroupOf	C0023566
C3887825	subgroupOf	C3540733
C4082669	subgroupOf	C0029983
C4046207	subgroupOf	C0052761
C3864992	subgroupOf	C3864992
C0979934	subgroupOf	C0072869
C1966837	subgroupOf	C0117996
C1873556	subgroupOf	C0065180
C0792222	subgroupOf	C0700579
C3247744	subgroupOf	C0087000
C0974875	subgroupOf	C0005059
C4520028	subgroupOf	C2316164
C0975737	subgroupOf	C0546860
C4237813	subgroupOf	C0004963
C1177614	subgroupOf	C0700579
C1572366	subgroupOf	C0066814
C0979537	subgroupOf	C0770456
C0691570	subgroupOf	C0031617
C0976874	subgroupOf	C0015837
C0981429	subgroupOf	C0016298
C0689290	subgroupOf	C0022265
C0692470	subgroupOf	C0050393
C0976791	subgroupOf	C0071108
C4541697	subgroupOf	C0016860
C3834412	subgroupOf	C3642427
C0688559	subgroupOf	C0012010
C0703027	subgroupOf	C0304527
C4082857	subgroupOf	C0546861
C0688387	subgroupOf	C0009074
C4318015	subgroupOf	C0037533
C0981259	subgroupOf	C0003968
C0936176	subgroupOf	C0000970
C0981375	subgroupOf	C0724549
C0980671	subgroupOf	C0039943
C0974159	subgroupOf	C0002333
C0973805	subgroupOf	C0001047
C1614129	subgroupOf	C0700596
C4477430	subgroupOf	C1871526
C4282134	subgroupOf	C0772501
C0980156	subgroupOf	C0142278
C0688392	subgroupOf	C0009079
C0690268	subgroupOf	C0034417
C1298460	subgroupOf	C0021246
C2920595	subgroupOf	C0771848
C1165187	subgroupOf	C0076823
C0975758	subgroupOf	C0009079
C2980006	subgroupOf	C0304426
C1329083	subgroupOf	C0935989
C0687905	subgroupOf	C0002679
C0974378	subgroupOf	C0002680
C0980992	subgroupOf	C0042680
C1145761	subgroupOf	C0007555
C0783691	subgroupOf	C0027996
C0979176	subgroupOf	C0029997
C0716042	subgroupOf	C0050559
C3255282	subgroupOf	C1435444
C0778487	subgroupOf	C0037508
C0975249	subgroupOf	C0006976
C0978962	subgroupOf	C0027996
C0691618	subgroupOf	C0086620
C1346926	subgroupOf	C0282356
C0980680	subgroupOf	C0039955
C0981177	subgroupOf	C0078794
C0688666	subgroupOf	C0114873
C0689432	subgroupOf	C0024977
C0982511	subgroupOf	C0440016
C0688923	subgroupOf	C0016374
C0980569	subgroupOf	C0039771
C0687971	subgroupOf	C0004609
C0692525	subgroupOf	C0042845
C0689400	subgroupOf	C0024002
C0690317	subgroupOf	C0037129
C0704131	subgroupOf	C0035527
C0689877	subgroupOf	C0282274
C3536354	subgroupOf	C2347624
C0979448	subgroupOf	C0031412
C0978511	subgroupOf	C0282233
C4058231	subgroupOf	C3490795
C0978628	subgroupOf	C0543459
C0974678	subgroupOf	C0004521
C0976554	subgroupOf	C0058731
C0707562	subgroupOf	C0079691
C2719964	subgroupOf	C0052796
C0980557	subgroupOf	C0039771
C0980914	subgroupOf	C0041660
C0976345	subgroupOf	C0700583
C0975042	subgroupOf	C0054040
C0975180	subgroupOf	C0006699
C4083806	subgroupOf	C0001047
C0980491	subgroupOf	C0872913
C0981761	subgroupOf	C0039771
C0980037	subgroupOf	C0244821
C1320106	subgroupOf	C0753645
C1329090	subgroupOf	C0700606
C0978300	subgroupOf	C0065512
C2682359	subgroupOf	C0039771
C2946966	subgroupOf	C2697950
C0978255	subgroupOf	C0700492
C0784707	subgroupOf	C0055461
C0780716	subgroupOf	C0600099
C0975329	subgroupOf	C0007538
C0978001	subgroupOf	C0022252
C1339079	subgroupOf	C0060400
C2609897	subgroupOf	C0076181
C0975681	subgroupOf	C0008838
C3474025	subgroupOf	C0022265
C0974205	subgroupOf	C0002371
C0980742	subgroupOf	C0040341
C0702568	subgroupOf	C0018546
C0708056	subgroupOf	C0282233
C0690163	subgroupOf	C0546876
C0976371	subgroupOf	C0012228
C2364484	subgroupOf	C2364481
C0691934	subgroupOf	C0003968
C0688930	subgroupOf	C0242293
C0978246	subgroupOf	C0065180
C0716505	subgroupOf	C0076829
C0794467	subgroupOf	C0037138
C0693181	subgroupOf	C0086620
C0977676	subgroupOf	C0600110
C0690210	subgroupOf	C0700557
C0715307	subgroupOf	C0039840
C0976659	subgroupOf	C0014563
C1585274	subgroupOf	C0169964
C0976142	subgroupOf	C0113291
C4082835	subgroupOf	C0977679
C1164335	subgroupOf	C0058731
C4074350	subgroupOf	C0066282
C0692469	subgroupOf	C0050393
C3667588	subgroupOf	C3661282
C0688567	subgroupOf	C0012022
C4083272	subgroupOf	C0772139
C0713412	subgroupOf	C0055361
C0979477	subgroupOf	C0031453
C0976023	subgroupOf	C0042845
C0978256	subgroupOf	C0126177
C2241198	subgroupOf	C2349941
C0689726	subgroupOf	C0027396
C2608204	subgroupOf	C0001040
C0980404	subgroupOf	C0038702
C1161569	subgroupOf	C0072973
C0976973	subgroupOf	C0016351
C0689569	subgroupOf	C0700545
C1178592	subgroupOf	C0254119
C1724065	subgroupOf	C0032950
C3497047	subgroupOf	C0541315
C0979035	subgroupOf	C0017887
C0937552	subgroupOf	C0025677
C0976599	subgroupOf	C0700452
C0979374	subgroupOf	C0700349
C2240976	subgroupOf	C1328071
C0689308	subgroupOf	C0022635
C3651189	subgroupOf	C1144149
C4074396	subgroupOf	C0978649
C2979491	subgroupOf	C0350422
C3194679	subgroupOf	C0770565
C0980394	subgroupOf	C0282356
C0688579	subgroupOf	C0591771
C1876839	subgroupOf	C0005088
C0690585	subgroupOf	C0040233
C1713559	subgroupOf	C0700596
C1572525	subgroupOf	C0070570
C0979750	subgroupOf	C0071839
C3820055	subgroupOf	C0066700
C3254845	subgroupOf	C0304431
C3248045	subgroupOf	C0724725
C2370545	subgroupOf	C0060179
C3254876	subgroupOf	C1871526
C0974670	subgroupOf	C0052796
C1269858	subgroupOf	C0772054
C4082993	subgroupOf	C0700563
C0978023	subgroupOf	C0022487
C0975226	subgroupOf	C0006938
C0980564	subgroupOf	C0039771
C0981181	subgroupOf	C0078794
C4059373	subgroupOf	C1832049
C3892992	subgroupOf	C2000088
C2718504	subgroupOf	C0015846
C0979569	subgroupOf	C0031965
C0977734	subgroupOf	C0589978
C0688998	subgroupOf	C0018305
C1724063	subgroupOf	C0032950
C1724246	subgroupOf	C0282275
C2609833	subgroupOf	C0939234
C0976376	subgroupOf	C0304520
C0791210	subgroupOf	C0304300
C0978655	subgroupOf	C0600487
C0688170	subgroupOf	C0060400
C1967826	subgroupOf	C0012694
C0981510	subgroupOf	C0022176
C4058830	subgroupOf	C4058811
C0977618	subgroupOf	C0063077
C0978571	subgroupOf	C0025729
C4048361	subgroupOf	C0700606
C0976017	subgroupOf	C0042845
C2938761	subgroupOf	C1699926
C0978899	subgroupOf	C0282259
C0781381	subgroupOf	C0025872
C4048377	subgroupOf	C0012306
C2368985	subgroupOf	C0245519
C0975875	subgroupOf	C0009217
C0690216	subgroupOf	C0304430
C0980351	subgroupOf	C0038143
C0977225	subgroupOf	C0017890
C0976737	subgroupOf	C0014809
C3204555	subgroupOf	C2350089
C2980432	subgroupOf	C1723401
C0689452	subgroupOf	C0065879
C4019656	subgroupOf	C2827241
C1272468	subgroupOf	C0245109
C0979758	subgroupOf	C0032952
C0978537	subgroupOf	C0887175
C0975674	subgroupOf	C0008809
C0976381	subgroupOf	C0012258
C4048577	subgroupOf	C0001367
C0688870	subgroupOf	C0086303
C0938675	subgroupOf	C0914729
C1711929	subgroupOf	C1170743
C1814230	subgroupOf	C0037494
C0689676	subgroupOf	C0066814
C0981273	subgroupOf	C0002371
C0991715	subgroupOf	C0085174
C0981452	subgroupOf	C0017440
C0974997	subgroupOf	C0053792
C4048675	subgroupOf	C0062103
C1601701	subgroupOf	C0724552
C1827614	subgroupOf	C0079691
C0980575	subgroupOf	C0039771
C0981582	subgroupOf	C0025815
C0980088	subgroupOf	C0036079
C0979584	subgroupOf	C0032334
C0976872	subgroupOf	C0033228
C0978572	subgroupOf	C0025729
C0980224	subgroupOf	C0037494
C1329326	subgroupOf	C0700579
C3871507	subgroupOf	C2316164
C0974579	subgroupOf	C0003968
C0979921	subgroupOf	C0072857
C0977870	subgroupOf	C0021968
C0978699	subgroupOf	C0282249
C0700415	subgroupOf	C0020268
C4056917	subgroupOf	C1311070
C0976891	subgroupOf	C0060276
C0689819	subgroupOf	C0028420
C0690148	subgroupOf	C0033218
C0792513	subgroupOf	C0546858
C4048972	subgroupOf	C0002499
C0690587	subgroupOf	C0025405
C0980633	subgroupOf	C0039832
C0975344	subgroupOf	C0981367
C0980505	subgroupOf	C0076115
C0979926	subgroupOf	C0072869
C0980638	subgroupOf	C0039840
C0979678	subgroupOf	C0032831
C0703459	subgroupOf	C0012203
C0693241	subgroupOf	C0378466
C0590811	subgroupOf	C0076829
C3182932	subgroupOf	C2718773
C0979874	subgroupOf	C0304430
C0982736	subgroupOf	C0017245
C0778351	subgroupOf	C0037494
C3817524	subgroupOf	C0021246
C1168695	subgroupOf	C1170743
C0975552	subgroupOf	C0055463
C0975047	subgroupOf	C0673966
C0977659	subgroupOf	C0700533
C0703263	subgroupOf	C0012022
C1572087	subgroupOf	C0355077
C0981505	subgroupOf	C0022176
C0976087	subgroupOf	C0543492
C0978556	subgroupOf	C0025677
C0784700	subgroupOf	C0003166
C0689137	subgroupOf	C0700533
C0690276	subgroupOf	C0034665
C2920083	subgroupOf	C0304352
C0980694	subgroupOf	C0040123
C2364827	subgroupOf	C0770150
C0790234	subgroupOf	C0700533
C0977488	subgroupOf	C0770458
C0976910	subgroupOf	C0060282
C0981655	subgroupOf	C0033254
C2682375	subgroupOf	C0039771
C0689263	subgroupOf	C0022209
C2608550	subgroupOf	C2608550
C0875717	subgroupOf	C0209368
C0939603	subgroupOf	C0085272
C0980251	subgroupOf	C0037508
C4048446	subgroupOf	C0060180
C2341697	subgroupOf	C0282275
C0692386	subgroupOf	C0034237
C0689433	subgroupOf	C0024977
C0689396	subgroupOf	C0065295
C0356321	subgroupOf	C1383389
C3475316	subgroupOf	C2699758
C0784710	subgroupOf	C0078792
C1723995	subgroupOf	C0299792
C0938978	subgroupOf	C0085272
C1996471	subgroupOf	C0037494
C0358005	subgroupOf	C0020268
C0979026	subgroupOf	C0017887
C0991745	subgroupOf	C0037508
C0991687	subgroupOf	C0017814
C0775768	subgroupOf	C0031470
C2718496	subgroupOf	C2719626
C0974972	subgroupOf	C0937917
C0687967	subgroupOf	C0052865
C1572652	subgroupOf	C0038143
C0978000	subgroupOf	C0064079
C0792594	subgroupOf	C0066814
C0981325	subgroupOf	C0008996
C1298544	subgroupOf	C0037508
C0688000	subgroupOf	C0053156
C0976541	subgroupOf	C0700535
C0789741	subgroupOf	C0013360
C0980674	subgroupOf	C0039943
C0776113	subgroupOf	C0016360
C0975120	subgroupOf	C0006674
C3154711	subgroupOf	C1876229
C0979942	subgroupOf	C0618111
C0688484	subgroupOf	C0011707
C0687872	subgroupOf	C0700523
C1595262	subgroupOf	C0771019
C0978336	subgroupOf	C0065649
C0691901	subgroupOf	C0041942
C0975262	subgroupOf	C0304300
C0981446	subgroupOf	C0015846
C1272463	subgroupOf	C1099664
C4282116	subgroupOf	C0980948
C0977008	subgroupOf	C0700473
C3848906	subgroupOf	C0027607
C0774577	subgroupOf	C0040373
C0975083	subgroupOf	C0771847
C0874353	subgroupOf	C0066677
C0690280	subgroupOf	C0034665
C0974954	subgroupOf	C0106169
C0981684	subgroupOf	C0733398
C0980697	subgroupOf	C0040123
C0980294	subgroupOf	C0028193
C1965964	subgroupOf	C0389169
C0977056	subgroupOf	C0016860
C0979540	subgroupOf	C0770456
C0976024	subgroupOf	C0010523
C3154288	subgroupOf	C2700226
C0975364	subgroupOf	C0007554
C4237944	subgroupOf	C3181682
C0979027	subgroupOf	C0017887
C1164982	subgroupOf	C1145760
C0781410	subgroupOf	C0772501
C0353433	subgroupOf	C0023556
C0690636	subgroupOf	C0040869
C1532851	subgroupOf	C0657912
C0977856	subgroupOf	C0164613
C0688787	subgroupOf	C0014912
C0979815	subgroupOf	C0546876
C4056927	subgroupOf	C0006405
C2363297	subgroupOf	C0724659
C0982504	subgroupOf	C0032857
C0980537	subgroupOf	C0304456
C1576461	subgroupOf	C0002333
C1612869	subgroupOf	C0724725
C0976370	subgroupOf	C0012203
C1168654	subgroupOf	C0171023
C0694149	subgroupOf	C0246330
C0974958	subgroupOf	C0765273
C0980715	subgroupOf	C2587204
C0715900	subgroupOf	C0010592
C0780212	subgroupOf	C0169964
C2723528	subgroupOf	C0541154
C0981749	subgroupOf	C0039771
C3832635	subgroupOf	C1172636
C3192266	subgroupOf	C3192263
C0979007	subgroupOf	C0770666
C0353936	subgroupOf	C0036078
C1298422	subgroupOf	C0037508
C0976005	subgroupOf	C0042845
C0976906	subgroupOf	C0060282
C0716428	subgroupOf	C0209368
C0979780	subgroupOf	C0600311
C4020390	subgroupOf	C0041942
C1712070	subgroupOf	C0027360
C0980255	subgroupOf	C0037508
C0702849	subgroupOf	C0015046
C0975319	subgroupOf	C0007537
C0974227	subgroupOf	C0002575
C0689624	subgroupOf	C0086620
C0979108	subgroupOf	C0171023
C4282291	subgroupOf	C0600099
C1724166	subgroupOf	C1144149
C0785046	subgroupOf	C0016564
C1813768	subgroupOf	C0042291
C0873424	subgroupOf	C0763530
C0978311	subgroupOf	C0024472
C1329119	subgroupOf	C0141756
C0789395	subgroupOf	C0042646
C4238813	subgroupOf	C1328071
